size,type,threshold,median_us
68700,almost,20,9222
68700,random,30,13954
68700,reversed,30,8233
68700,almost,30,8875
68700,random,50,14286
68700,reversed,50,10396
68700,almost,50,8039
68800,random,0,23108
68800,reversed,0,16862
68800,almost,0,17070
68800,random,5,17767
68800,reversed,5,10166
68800,almost,5,11009
68800,random,10,15620
68800,reversed,10,9226
68800,almost,10,9190
68800,random,20,14178
68800,reversed,20,8158
68800,almost,20,8239
68800,random,30,13823
68800,reversed,30,8238
68800,almost,30,8541
68800,random,50,14162
68800,reversed,50,9995
68800,almost,50,7800
68900,random,0,22310
68900,reversed,0,15466
68900,almost,0,16606
68900,random,5,15957
68900,reversed,5,10427
68900,almost,5,11199
68900,random,10,15299
68900,reversed,10,8813
68900,almost,10,9100
68900,random,20,15003
68900,reversed,20,8584
68900,almost,20,8593
68900,random,30,16047
68900,reversed,30,9298
68900,almost,30,8529
68900,random,50,14477
68900,reversed,50,9849
68900,almost,50,7722
69000,random,0,23055
69000,reversed,0,16756
69000,almost,0,16449
69000,random,5,17591
69000,reversed,5,11620
69000,almost,5,10885
69000,random,10,15061
69000,reversed,10,9431
69000,almost,10,10282
69000,random,20,14962
69000,reversed,20,8902
69000,almost,20,8944
69000,random,30,14801
69000,reversed,30,8705
69000,almost,30,8191
69000,random,50,14911
69000,reversed,50,10391
69000,almost,50,9847
69100,random,0,23127
69100,reversed,0,16041
69100,almost,0,17163
69100,random,5,17834
69100,reversed,5,10618
69100,almost,5,11333
69100,random,10,14695
69100,reversed,10,9346
69100,almost,10,9259
69100,random,20,14793
69100,reversed,20,8690
69100,almost,20,8806
69100,random,30,14664
69100,reversed,30,9335
69100,almost,30,8584
69100,random,50,16067
69100,reversed,50,10873
69100,almost,50,8522
69200,random,0,23353
69200,reversed,0,16407
69200,almost,0,18653
69200,random,5,18629
69200,reversed,5,10964
69200,almost,5,11403
69200,random,10,16476
69200,reversed,10,8975
69200,almost,10,9352
69200,random,20,15285
69200,reversed,20,9074
69200,almost,20,8806
69200,random,30,14922
69200,reversed,30,8587
69200,almost,30,9460
69200,random,50,16791
69200,reversed,50,10401
69200,almost,50,8182
69300,random,0,24760
69300,reversed,0,18918
69300,almost,0,18367
69300,random,5,25746
69300,reversed,5,9752
69300,almost,5,12088
69300,random,10,16189
69300,reversed,10,9390
69300,almost,10,9432
69300,random,20,15453
69300,reversed,20,9191
69300,almost,20,8770
69300,random,30,15336
69300,reversed,30,9135
69300,almost,30,12590
69300,random,50,28519
69300,reversed,50,13347
69300,almost,50,9334
69400,random,0,29880
69400,reversed,0,20639
69400,almost,0,21132
69400,random,5,19890
69400,reversed,5,10427
69400,almost,5,12308
69400,random,10,16169
69400,reversed,10,8775
69400,almost,10,9533
69400,random,20,14436
69400,reversed,20,9008
69400,almost,20,8728
69400,random,30,15145
69400,reversed,30,8720
69400,almost,30,9215
69400,random,50,15437
69400,reversed,50,11156
69400,almost,50,8273
69500,random,0,23407
69500,reversed,0,16767
69500,almost,0,18590
69500,random,5,17217
69500,reversed,5,10358
69500,almost,5,10867
69500,random,10,15855
69500,reversed,10,9424
69500,almost,10,9545
69500,random,20,14931
69500,reversed,20,9108
69500,almost,20,9049
69500,random,30,15110
69500,reversed,30,8758
69500,almost,30,8712
69500,random,50,15080
69500,reversed,50,10035
69500,almost,50,7918
69600,random,0,22847
69600,reversed,0,17100
69600,almost,0,16487
69600,random,5,16591
69600,reversed,5,10102
69600,almost,5,11146
69600,random,10,15321
69600,reversed,10,9310
69600,almost,10,10165
69600,random,20,15525
69600,reversed,20,8387
69600,almost,20,8617
69600,random,30,14383
69600,reversed,30,8432
69600,almost,30,8865
69600,random,50,15157
69600,reversed,50,10503
69600,almost,50,7768
69700,random,0,24525
69700,reversed,0,16697
69700,almost,0,17284
69700,random,5,18021
69700,reversed,5,10733
69700,almost,5,10673
69700,random,10,15467
69700,reversed,10,9128
69700,almost,10,9552
69700,random,20,14790
69700,reversed,20,9068
69700,almost,20,9650
69700,random,30,16470
69700,reversed,30,8732
69700,almost,30,8910
69700,random,50,15298
69700,reversed,50,10199
69700,almost,50,7630
69800,random,0,23086
69800,reversed,0,17037
69800,almost,0,17947
69800,random,5,17760
69800,reversed,5,11116
69800,almost,5,11977
69800,random,10,16490
69800,reversed,10,9600
69800,almost,10,10468
69800,random,20,15930
69800,reversed,20,8980
69800,almost,20,9049
69800,random,30,15573
69800,reversed,30,9021
69800,almost,30,8977
69800,random,50,15262
69800,reversed,50,13441
69800,almost,50,9759
69900,random,0,25499
69900,reversed,0,16667
69900,almost,0,18132
69900,random,5,16395
69900,reversed,5,10558
69900,almost,5,11074
69900,random,10,15238
69900,reversed,10,9000
69900,almost,10,10506
69900,random,20,14241
69900,reversed,20,8981
69900,almost,20,9172
69900,random,30,15418
69900,reversed,30,9030
69900,almost,30,8608
69900,random,50,14252
69900,reversed,50,10461
69900,almost,50,8113
70000,random,0,23986
70000,reversed,0,16691
70000,almost,0,16112
70000,random,5,16797
70000,reversed,5,9885
70000,almost,5,10733
70000,random,10,15031
70000,reversed,10,9382
70000,almost,10,10531
70000,random,20,14844
70000,reversed,20,9009
70000,almost,20,9145
70000,random,30,14930
70000,reversed,30,8251
70000,almost,30,8358
70000,random,50,15154
70000,reversed,50,11357
70000,almost,50,8140
70100,random,0,22394
70100,reversed,0,17377
70100,almost,0,17793
70100,random,5,17993
70100,reversed,5,11504
70100,almost,5,10807
70100,random,10,15249
70100,reversed,10,9427
70100,almost,10,9992
70100,random,20,20263
70100,reversed,20,9727
70100,almost,20,11116
70100,random,30,19334
70100,reversed,30,8691
70100,almost,30,9164
70100,random,50,15922
70100,reversed,50,10410
70100,almost,50,8128
70200,random,0,23283
70200,reversed,0,16397
70200,almost,0,16220
70200,random,5,17143
70200,reversed,5,10105
70200,almost,5,11825
70200,random,10,15973
70200,reversed,10,9746
70200,almost,10,10114
70200,random,20,14853
70200,reversed,20,9209
70200,almost,20,8477
70200,random,30,15924
70200,reversed,30,9655
70200,almost,30,9760
70200,random,50,15300
70200,reversed,50,11375
70200,almost,50,8612
70300,random,0,26439
70300,reversed,0,17765
70300,almost,0,17895
70300,random,5,18220
70300,reversed,5,10884
70300,almost,5,11490
70300,random,10,15989
70300,reversed,10,9784
70300,almost,10,9598
70300,random,20,15667
70300,reversed,20,9273
70300,almost,20,8870
70300,random,30,14958
70300,reversed,30,8722
70300,almost,30,8671
70300,random,50,15405
70300,reversed,50,11172
70300,almost,50,9152
70400,random,0,28029
70400,reversed,0,17469
70400,almost,0,17770
70400,random,5,18506
70400,reversed,5,11718
70400,almost,5,12186
70400,random,10,15970
70400,reversed,10,9899
70400,almost,10,10302
70400,random,20,14685
70400,reversed,20,9673
70400,almost,20,8882
70400,random,30,15708
70400,reversed,30,8997
70400,almost,30,8488
70400,random,50,15795
70400,reversed,50,10952
70400,almost,50,7541
70500,random,0,23977
70500,reversed,0,16553
70500,almost,0,18452
70500,random,5,18753
70500,reversed,5,10808
70500,almost,5,12364
70500,random,10,17136
70500,reversed,10,9877
70500,almost,10,10082
70500,random,20,15450
70500,reversed,20,9790
70500,almost,20,10001
70500,random,30,17270
70500,reversed,30,9519
70500,almost,30,9937
70500,random,50,16649
70500,reversed,50,10085
70500,almost,50,8255
70600,random,0,24129
70600,reversed,0,17269
70600,almost,0,18123
70600,random,5,16829
70600,reversed,5,10483
70600,almost,5,10936
70600,random,10,18882
70600,reversed,10,9823
70600,almost,10,10201
70600,random,20,16170
70600,reversed,20,11573
70600,almost,20,10381
70600,random,30,16319
70600,reversed,30,9168
70600,almost,30,8766
70600,random,50,15006
70600,reversed,50,10687
70600,almost,50,8448
70700,random,0,23204
70700,reversed,0,16641
70700,almost,0,18237
70700,random,5,17918
70700,reversed,5,10427
70700,almost,5,10947
70700,random,10,15740
70700,reversed,10,9840
70700,almost,10,10914
70700,random,20,14430
70700,reversed,20,9980
70700,almost,20,9043
70700,random,30,15141
70700,reversed,30,8905
70700,almost,30,10003
70700,random,50,15282
70700,reversed,50,10085
70700,almost,50,8236
70800,random,0,23785
70800,reversed,0,16870
70800,almost,0,17032
70800,random,5,16881
70800,reversed,5,10547
70800,almost,5,11239
70800,random,10,16192
70800,reversed,10,9415
70800,almost,10,9965
70800,random,20,15802
70800,reversed,20,9408
70800,almost,20,10090
70800,random,30,16268
70800,reversed,30,9551
70800,almost,30,9231
70800,random,50,16754
70800,reversed,50,11208
70800,almost,50,8522
70900,random,0,24619
70900,reversed,0,16548
70900,almost,0,17266
70900,random,5,17710
70900,reversed,5,10745
70900,almost,5,11603
70900,random,10,16297
70900,reversed,10,9345
70900,almost,10,10170
70900,random,20,15768
70900,reversed,20,9260
70900,almost,20,9196
70900,random,30,16723
70900,reversed,30,9458
70900,almost,30,8771
70900,random,50,15170
70900,reversed,50,10199
70900,almost,50,8073
71000,random,0,24942
71000,reversed,0,17334
71000,almost,0,18230
71000,random,5,17529
71000,reversed,5,10525
71000,almost,5,11262
71000,random,10,15467
71000,reversed,10,8955
71000,almost,10,10008
71000,random,20,16103
71000,reversed,20,9124
71000,almost,20,8688
71000,random,30,14254
71000,reversed,30,9221
71000,almost,30,8896
71000,random,50,16187
71000,reversed,50,10305
71000,almost,50,8307
71100,random,0,22990
71100,reversed,0,16963
71100,almost,0,17629
71100,random,5,17852
71100,reversed,5,10468
71100,almost,5,11560
71100,random,10,15986
71100,reversed,10,9859
71100,almost,10,10276
71100,random,20,15269
71100,reversed,20,8998
71100,almost,20,8721
71100,random,30,14482
71100,reversed,30,8615
71100,almost,30,8664
71100,random,50,15133
71100,reversed,50,10571
71100,almost,50,8358
71200,random,0,23138
71200,reversed,0,16391
71200,almost,0,16704
71200,random,5,16741
71200,reversed,5,9996
71200,almost,5,12270
71200,random,10,16486
71200,reversed,10,9639
71200,almost,10,11661
71200,random,20,15472
71200,reversed,20,9311
71200,almost,20,9112
71200,random,30,15200
71200,reversed,30,8526
71200,almost,30,8706
71200,random,50,14853
71200,reversed,50,11239
71200,almost,50,8921
71300,random,0,26351
71300,reversed,0,17563
71300,almost,0,19783
71300,random,5,17823
71300,reversed,5,11156
71300,almost,5,11252
71300,random,10,16372
71300,reversed,10,8906
71300,almost,10,9977
71300,random,20,15406
71300,reversed,20,9377
71300,almost,20,8920
71300,random,30,16793
71300,reversed,30,9135
71300,almost,30,8965
71300,random,50,15817
71300,reversed,50,10936
71300,almost,50,8514
71400,random,0,24468
71400,reversed,0,17110
71400,almost,0,18151
71400,random,5,17673
71400,reversed,5,10853
71400,almost,5,11663
71400,random,10,16518
71400,reversed,10,9447
71400,almost,10,10233
71400,random,20,15722
71400,reversed,20,8986
71400,almost,20,9212
71400,random,30,15824
71400,reversed,30,9307
71400,almost,30,9105
71400,random,50,15928
71400,reversed,50,11522
71400,almost,50,8596
71500,random,0,28310
71500,reversed,0,17819
71500,almost,0,18535
71500,random,5,17936
71500,reversed,5,11041
71500,almost,5,11937
71500,random,10,16543
71500,reversed,10,9459
71500,almost,10,10485
71500,random,20,15923
71500,reversed,20,9589
71500,almost,20,9166
71500,random,30,15646
71500,reversed,30,9276
71500,almost,30,9382
71500,random,50,15942
71500,reversed,50,10791
71500,almost,50,8164
71600,random,0,26813
71600,reversed,0,16397
71600,almost,0,16643
71600,random,5,17160
71600,reversed,5,10918
71600,almost,5,11782
71600,random,10,16855
71600,reversed,10,9584
71600,almost,10,9997
71600,random,20,15388
71600,reversed,20,9117
71600,almost,20,9031
71600,random,30,15999
71600,reversed,30,8901
71600,almost,30,8759
71600,random,50,16066
71600,reversed,50,11428
71600,almost,50,7826
71700,random,0,23548
71700,reversed,0,16827
71700,almost,0,18271
71700,random,5,18829
71700,reversed,5,9981
71700,almost,5,12192
71700,random,10,15217
71700,reversed,10,9686
71700,almost,10,10341
71700,random,20,15366
71700,reversed,20,9490
71700,almost,20,9320
71700,random,30,15116
71700,reversed,30,8604
71700,almost,30,9105
71700,random,50,14866
71700,reversed,50,10441
71700,almost,50,8446
71800,random,0,23270
71800,reversed,0,17168
71800,almost,0,18409
71800,random,5,17208
71800,reversed,5,10439
71800,almost,5,11005
71800,random,10,15839
71800,reversed,10,9661
71800,almost,10,10052
71800,random,20,14844
71800,reversed,20,8907
71800,almost,20,8845
71800,random,30,15679
71800,reversed,30,9231
71800,almost,30,9688
71800,random,50,15484
71800,reversed,50,10299
71800,almost,50,8213
71900,random,0,23909
71900,reversed,0,15999
71900,almost,0,17887
71900,random,5,17851
71900,reversed,5,10247
71900,almost,5,11304
71900,random,10,16094
71900,reversed,10,9878
71900,almost,10,13991
71900,random,20,22019
71900,reversed,20,17218
71900,almost,20,9104
71900,random,30,15616
71900,reversed,30,9395
71900,almost,30,8541
71900,random,50,15793
71900,reversed,50,9895
71900,almost,50,8074
72000,random,0,22852
72000,reversed,0,16501
72000,almost,0,18235
72000,random,5,17531
72000,reversed,5,10302
72000,almost,5,11450
72000,random,10,16217
72000,reversed,10,9316
72000,almost,10,10290
72000,random,20,15954
72000,reversed,20,8591
72000,almost,20,11671
72000,random,30,16359
72000,reversed,30,8765
72000,almost,30,9329
72000,random,50,16252
72000,reversed,50,10758
72000,almost,50,7792
72100,random,0,23240
72100,reversed,0,16913
72100,almost,0,19049
72100,random,5,17777
72100,reversed,5,10579
72100,almost,5,11069
72100,random,10,16047
72100,reversed,10,9168
72100,almost,10,9944
72100,random,20,15405
72100,reversed,20,9322
72100,almost,20,8846
72100,random,30,15302
72100,reversed,30,9170
72100,almost,30,9709
72100,random,50,15988
72100,reversed,50,10822
72100,almost,50,8376
72200,random,0,23075
72200,reversed,0,16248
72200,almost,0,17289
72200,random,5,16410
72200,reversed,5,10812
72200,almost,5,10973
72200,random,10,15055
72200,reversed,10,9687
72200,almost,10,10410
72200,random,20,14767
72200,reversed,20,8901
72200,almost,20,9527
72200,random,30,14714
72200,reversed,30,9666
72200,almost,30,9453
72200,random,50,15904
72200,reversed,50,10881
72200,almost,50,8019
72300,random,0,23428
72300,reversed,0,16312
72300,almost,0,16789
72300,random,5,24437
72300,reversed,5,15526
72300,almost,5,14315
72300,random,10,15575
72300,reversed,10,9422
72300,almost,10,10349
72300,random,20,25124
72300,reversed,20,17169
72300,almost,20,17779
72300,random,30,18258
72300,reversed,30,10542
72300,almost,30,11042
72300,random,50,17265
72300,reversed,50,11950
72300,almost,50,9091
72400,random,0,23946
72400,reversed,0,16124
72400,almost,0,17036
72400,random,5,17528
72400,reversed,5,11145
72400,almost,5,11528
72400,random,10,16668
72400,reversed,10,9605
72400,almost,10,10268
72400,random,20,15679
72400,reversed,20,10086
72400,almost,20,11073
72400,random,30,17380
72400,reversed,30,10047
72400,almost,30,9868
72400,random,50,18202
72400,reversed,50,12293
72400,almost,50,8664
72500,random,0,24946
72500,reversed,0,19061
72500,almost,0,22653
72500,random,5,19030
72500,reversed,5,11743
72500,almost,5,12765
72500,random,10,18157
72500,reversed,10,9808
72500,almost,10,10527
72500,random,20,16795
72500,reversed,20,10266
72500,almost,20,11165
72500,random,30,18720
72500,reversed,30,10845
72500,almost,30,10871
72500,random,50,17295
72500,reversed,50,12906
