size,type,threshold,median_us
37600,almost,5,6078
37600,random,10,8223
37600,reversed,10,4753
37600,almost,10,4566
37600,random,20,8007
37600,reversed,20,4504
37600,almost,20,4619
37600,random,30,8133
37600,reversed,30,4984
37600,almost,30,4631
37600,random,50,8155
37600,reversed,50,5915
37600,almost,50,4604
37700,random,0,13773
37700,reversed,0,9154
37700,almost,0,9449
37700,random,5,9654
37700,reversed,5,5351
37700,almost,5,5862
37700,random,10,8319
37700,reversed,10,4472
37700,almost,10,5210
37700,random,20,7290
37700,reversed,20,4585
37700,almost,20,4449
37700,random,30,7407
37700,reversed,30,4442
37700,almost,30,4598
37700,random,50,7829
37700,reversed,50,5439
37700,almost,50,3810
37800,random,0,11742
37800,reversed,0,8484
37800,almost,0,9183
37800,random,5,8563
37800,reversed,5,5508
37800,almost,5,5230
37800,random,10,8042
37800,reversed,10,6411
37800,almost,10,4518
37800,random,20,7951
37800,reversed,20,4454
37800,almost,20,4137
37800,random,30,7588
37800,reversed,30,4158
37800,almost,30,4403
37800,random,50,7512
37800,reversed,50,5634
37800,almost,50,3661
37900,random,0,16811
37900,reversed,0,8592
37900,almost,0,9797
37900,random,5,9309
37900,reversed,5,5705
37900,almost,5,5822
37900,random,10,8353
37900,reversed,10,4882
37900,almost,10,5689
37900,random,20,9483
37900,reversed,20,8962
37900,almost,20,13254
37900,random,30,9375
37900,reversed,30,5436
37900,almost,30,4562
37900,random,50,9068
37900,reversed,50,6170
37900,almost,50,4026
38000,random,0,14998
38000,reversed,0,12301
38000,almost,0,11807
38000,random,5,11949
38000,reversed,5,5522
38000,almost,5,7135
38000,random,10,10580
38000,reversed,10,10725
38000,almost,10,7304
38000,random,20,10502
38000,reversed,20,6487
38000,almost,20,5180
38000,random,30,8420
38000,reversed,30,5102
38000,almost,30,5343
38000,random,50,9956
38000,reversed,50,5845
38000,almost,50,4791
38100,random,0,12645
38100,reversed,0,10486
38100,almost,0,9117
38100,random,5,8715
38100,reversed,5,5380
38100,almost,5,5562
38100,random,10,8639
38100,reversed,10,4410
38100,almost,10,4702
38100,random,20,7962
38100,reversed,20,4699
38100,almost,20,4365
38100,random,30,7866
38100,reversed,30,4232
38100,almost,30,4415
38100,random,50,7813
38100,reversed,50,5856
38100,almost,50,3884
38200,random,0,12495
38200,reversed,0,8504
38200,almost,0,8918
38200,random,5,8625
38200,reversed,5,5574
38200,almost,5,5800
38200,random,10,8222
38200,reversed,10,4679
38200,almost,10,5167
38200,random,20,7455
38200,reversed,20,4891
38200,almost,20,4257
38200,random,30,9144
38200,reversed,30,4707
38200,almost,30,4395
38200,random,50,8022
38200,reversed,50,5642
38200,almost,50,3879
38300,random,0,12465
38300,reversed,0,8232
38300,almost,0,9363
38300,random,5,9006
38300,reversed,5,5532
38300,almost,5,5709
38300,random,10,8440
38300,reversed,10,4291
38300,almost,10,4518
38300,random,20,7869
38300,reversed,20,4557
38300,almost,20,4459
38300,random,30,7950
38300,reversed,30,4302
38300,almost,30,4500
38300,random,50,7963
38300,reversed,50,5501
38300,almost,50,3767
38400,random,0,12413
38400,reversed,0,8290
38400,almost,0,8781
38400,random,5,8910
38400,reversed,5,5691
38400,almost,5,8109
38400,random,10,13167
38400,reversed,10,6667
38400,almost,10,8598
38400,random,20,9225
38400,reversed,20,9924
38400,almost,20,7387
38400,random,30,12928
38400,reversed,30,7843
38400,almost,30,8669
38400,random,50,23084
38400,reversed,50,17185
38400,almost,50,4481
38500,random,0,14156
38500,reversed,0,11519
38500,almost,0,10887
38500,random,5,10208
38500,reversed,5,5648
38500,almost,5,6424
38500,random,10,8417
38500,reversed,10,4686
38500,almost,10,5342
38500,random,20,7907
38500,reversed,20,4754
38500,almost,20,4233
38500,random,30,7899
38500,reversed,30,4614
38500,almost,30,4558
38500,random,50,8876
38500,reversed,50,7257
38500,almost,50,5036
38600,random,0,15063
38600,reversed,0,11810
38600,almost,0,10178
38600,random,5,9995
38600,reversed,5,5678
38600,almost,5,5815
38600,random,10,8629
38600,reversed,10,5081
38600,almost,10,5463
38600,random,20,9315
38600,reversed,20,5319
38600,almost,20,4789
38600,random,30,9514
38600,reversed,30,5004
38600,almost,30,5069
38600,random,50,9046
38600,reversed,50,6275
38600,almost,50,4443
38700,random,0,14098
38700,reversed,0,10100
38700,almost,0,11507
38700,random,5,9175
38700,reversed,5,5613
38700,almost,5,6313
38700,random,10,8122
38700,reversed,10,4956
38700,almost,10,5378
38700,random,20,7989
38700,reversed,20,4556
38700,almost,20,4684
38700,random,30,9237
38700,reversed,30,4863
38700,almost,30,4930
38700,random,50,9531
38700,reversed,50,6420
38700,almost,50,4137
38800,random,0,14501
38800,reversed,0,9716
38800,almost,0,12432
38800,random,5,9551
38800,reversed,5,6212
38800,almost,5,5984
38800,random,10,8827
38800,reversed,10,4784
38800,almost,10,5295
38800,random,20,7813
38800,reversed,20,4373
38800,almost,20,4279
38800,random,30,8332
38800,reversed,30,4946
38800,almost,30,4356
38800,random,50,8064
38800,reversed,50,5828
38800,almost,50,4214
38900,random,0,12156
38900,reversed,0,8971
38900,almost,0,9281
38900,random,5,8673
38900,reversed,5,5741
38900,almost,5,6179
38900,random,10,7803
38900,reversed,10,4808
38900,almost,10,5267
38900,random,20,8049
38900,reversed,20,4823
38900,almost,20,4394
38900,random,30,7898
38900,reversed,30,5283
38900,almost,30,4547
38900,random,50,9392
38900,reversed,50,7463
38900,almost,50,4371
39000,random,0,14836
39000,reversed,0,9420
39000,almost,0,9152
39000,random,5,9315
39000,reversed,5,5335
39000,almost,5,6336
39000,random,10,8054
39000,reversed,10,4969
39000,almost,10,4799
39000,random,20,7769
39000,reversed,20,4714
39000,almost,20,4320
39000,random,30,7671
39000,reversed,30,4483
39000,almost,30,4272
39000,random,50,8237
39000,reversed,50,6170
39000,almost,50,4201
39100,random,0,14453
39100,reversed,0,8791
39100,almost,0,8971
39100,random,5,8662
39100,reversed,5,5359
39100,almost,5,5555
39100,random,10,8186
39100,reversed,10,4667
39100,almost,10,4826
39100,random,20,8037
39100,reversed,20,4693
39100,almost,20,4433
39100,random,30,7601
39100,reversed,30,4770
39100,almost,30,4856
39100,random,50,8015
39100,reversed,50,5378
39100,almost,50,4892
39200,random,0,13222
39200,reversed,0,9651
39200,almost,0,9339
39200,random,5,9193
39200,reversed,5,5143
39200,almost,5,5351
39200,random,10,8028
39200,reversed,10,5214
39200,almost,10,4808
39200,random,20,7704
39200,reversed,20,4629
39200,almost,20,4514
39200,random,30,8367
39200,reversed,30,4674
39200,almost,30,4366
39200,random,50,8340
39200,reversed,50,5604
39200,almost,50,4050
39300,random,0,13243
39300,reversed,0,8690
39300,almost,0,9859
39300,random,5,8579
39300,reversed,5,5261
39300,almost,5,6321
39300,random,10,8350
39300,reversed,10,4576
39300,almost,10,5113
39300,random,20,7825
39300,reversed,20,4461
39300,almost,20,4581
39300,random,30,8493
39300,reversed,30,4704
39300,almost,30,5303
39300,random,50,8448
39300,reversed,50,6564
39300,almost,50,4465
39400,random,0,16131
39400,reversed,0,14953
39400,almost,0,11100
39400,random,5,10188
39400,reversed,5,5665
39400,almost,5,6530
39400,random,10,9374
39400,reversed,10,5327
39400,almost,10,6078
39400,random,20,8177
39400,reversed,20,5306
39400,almost,20,5002
39400,random,30,8622
39400,reversed,30,4794
39400,almost,30,4897
39400,random,50,8048
39400,reversed,50,5654
39400,almost,50,4276
39500,random,0,13524
39500,reversed,0,9605
39500,almost,0,9604
39500,random,5,8358
39500,reversed,5,5721
39500,almost,5,6168
39500,random,10,8358
39500,reversed,10,5611
39500,almost,10,5036
39500,random,20,8242
39500,reversed,20,4553
39500,almost,20,5122
39500,random,30,8880
39500,reversed,30,5010
39500,almost,30,4663
39500,random,50,8749
39500,reversed,50,6462
39500,almost,50,4380
39600,random,0,13524
39600,reversed,0,9523
39600,almost,0,9847
39600,random,5,8870
39600,reversed,5,5323
39600,almost,5,5710
39600,random,10,8452
39600,reversed,10,4498
39600,almost,10,5084
39600,random,20,7717
39600,reversed,20,4831
39600,almost,20,4344
39600,random,30,7975
39600,reversed,30,4590
39600,almost,30,4546
39600,random,50,8144
39600,reversed,50,6053
39600,almost,50,4221
39700,random,0,17010
39700,reversed,0,14131
39700,almost,0,12990
39700,random,5,15193
39700,reversed,5,6986
39700,almost,5,5789
39700,random,10,8876
39700,reversed,10,4920
39700,almost,10,5001
39700,random,20,11991
39700,reversed,20,7652
39700,almost,20,6530
39700,random,30,13609
39700,reversed,30,5316
39700,almost,30,4734
39700,random,50,9484
39700,reversed,50,6035
39700,almost,50,4082
39800,random,0,21763
39800,reversed,0,16272
39800,almost,0,10377
39800,random,5,9104
39800,reversed,5,5392
39800,almost,5,5934
39800,random,10,8112
39800,reversed,10,7778
39800,almost,10,9974
39800,random,20,9269
39800,reversed,20,4828
39800,almost,20,5524
39800,random,30,8442
39800,reversed,30,5398
39800,almost,30,4780
39800,random,50,8525
39800,reversed,50,5831
39800,almost,50,4041
39900,random,0,13184
39900,reversed,0,9734
39900,almost,0,10226
39900,random,5,8892
39900,reversed,5,5766
39900,almost,5,5602
39900,random,10,8007
39900,reversed,10,5147
39900,almost,10,5500
39900,random,20,7998
39900,reversed,20,4721
39900,almost,20,4657
39900,random,30,8427
39900,reversed,30,5223
39900,almost,30,4511
39900,random,50,8567
39900,reversed,50,6029
39900,almost,50,4291
40000,random,0,13818
40000,reversed,0,9402
40000,almost,0,9450
40000,random,5,9132
40000,reversed,5,5323
40000,almost,5,5942
40000,random,10,8388
40000,reversed,10,4909
40000,almost,10,4891
40000,random,20,8316
40000,reversed,20,4953
40000,almost,20,5287
40000,random,30,8013
40000,reversed,30,5459
40000,almost,30,4625
40000,random,50,8783
40000,reversed,50,6486
40000,almost,50,4367
40100,random,0,13669
40100,reversed,0,9589
40100,almost,0,9634
40100,random,5,9220
40100,reversed,5,5313
40100,almost,5,5661
40100,random,10,8450
40100,reversed,10,5380
40100,almost,10,5030
40100,random,20,7891
40100,reversed,20,4858
40100,almost,20,4795
40100,random,30,8217
40100,reversed,30,6195
40100,almost,30,8464
40100,random,50,10999
40100,reversed,50,6756
40100,almost,50,4172
40200,random,0,12145
40200,reversed,0,9727
40200,almost,0,10173
40200,random,5,8621
40200,reversed,5,5333
40200,almost,5,5704
40200,random,10,8575
40200,reversed,10,4942
40200,almost,10,5409
40200,random,20,7988
40200,reversed,20,5037
40200,almost,20,4911
40200,random,30,7774
40200,reversed,30,5169
40200,almost,30,4262
40200,random,50,8130
40200,reversed,50,6155
40200,almost,50,3909
40300,random,0,12526
40300,reversed,0,9486
40300,almost,0,9224
40300,random,5,9456
40300,reversed,5,5088
40300,almost,5,5748
40300,random,10,8702
40300,reversed,10,4730
40300,almost,10,5487
40300,random,20,7794
40300,reversed,20,4716
40300,almost,20,4880
40300,random,30,8319
40300,reversed,30,5220
40300,almost,30,4924
40300,random,50,7872
40300,reversed,50,5761
40300,almost,50,4258
40400,random,0,12772
40400,reversed,0,8717
40400,almost,0,9837
40400,random,5,9454
40400,reversed,5,5292
40400,almost,5,5338
40400,random,10,8775
40400,reversed,10,4535
40400,almost,10,5418
40400,random,20,7967
40400,reversed,20,4944
40400,almost,20,4484
40400,random,30,8230
40400,reversed,30,4814
40400,almost,30,4782
40400,random,50,8658
40400,reversed,50,5982
40400,almost,50,3871
40500,random,0,13136
40500,reversed,0,19872
40500,almost,0,12658
40500,random,5,9976
40500,reversed,5,6017
40500,almost,5,6464
40500,random,10,8473
40500,reversed,10,5090
40500,almost,10,5266
40500,random,20,9084
40500,reversed,20,6162
40500,almost,20,7005
40500,random,30,10679
40500,reversed,30,5397
40500,almost,30,4715
40500,random,50,8398
40500,reversed,50,6030
40500,almost,50,4278
40600,random,0,13490
40600,reversed,0,9537
40600,almost,0,10461
40600,random,5,9171
40600,reversed,5,6222
40600,almost,5,6120
40600,random,10,8830
40600,reversed,10,4909
40600,almost,10,5237
40600,random,20,8798
40600,reversed,20,4924
40600,almost,20,4887
40600,random,30,8627
40600,reversed,30,5068
40600,almost,30,4945
40600,random,50,8280
40600,reversed,50,6403
40600,almost,50,4501
40700,random,0,13315
40700,reversed,0,9857
40700,almost,0,10483
40700,random,5,9392
40700,reversed,5,5625
40700,almost,5,6232
40700,random,10,8534
40700,reversed,10,5040
40700,almost,10,5013
40700,random,20,8355
40700,reversed,20,4741
40700,almost,20,4936
40700,random,30,8091
40700,reversed,30,4622
40700,almost,30,4633
40700,random,50,8842
40700,reversed,50,6620
40700,almost,50,4004
40800,random,0,13767
40800,reversed,0,9320
40800,almost,0,11198
40800,random,5,9068
40800,reversed,5,5870
40800,almost,5,6174
40800,random,10,8672
40800,reversed,10,4837
40800,almost,10,5188
40800,random,20,7875
40800,reversed,20,4573
40800,almost,20,4388
40800,random,30,8265
40800,reversed,30,4753
40800,almost,30,4543
40800,random,50,8776
40800,reversed,50,6130
40800,almost,50,4505
40900,random,0,12770
40900,reversed,0,8894
40900,almost,0,9472
40900,random,5,9353
40900,reversed,5,5381
40900,almost,5,5810
40900,random,10,8919
40900,reversed,10,5223
40900,almost,10,5373
40900,random,20,8033
40900,reversed,20,5017
40900,almost,20,4966
40900,random,30,7788
40900,reversed,30,4676
40900,almost,30,4625
40900,random,50,9426
40900,reversed,50,6649
40900,almost,50,4299
41000,random,0,13932
41000,reversed,0,9612
41000,almost,0,9956
41000,random,5,9523
41000,reversed,5,5656
41000,almost,5,5951
41000,random,10,8727
41000,reversed,10,5971
41000,almost,10,6162
41000,random,20,8195
41000,reversed,20,4929
41000,almost,20,4646
41000,random,30,8157
41000,reversed,30,4957
41000,almost,30,4705
41000,random,50,8657
41000,reversed,50,6324
41000,almost,50,4124
41100,random,0,13354
41100,reversed,0,9653
41100,almost,0,10030
41100,random,5,9287
41100,reversed,5,5573
41100,almost,5,6063
41100,random,10,8651
41100,reversed,10,6253
41100,almost,10,5508
41100,random,20,8241
41100,reversed,20,5165
41100,almost,20,4685
41100,random,30,7966
41100,reversed,30,5254
41100,almost,30,4621
41100,random,50,8392
41100,reversed,50,6566
41100,almost,50,4579
41200,random,0,13114
41200,reversed,0,9497
41200,almost,0,9584
41200,random,5,9103
41200,reversed,5,5656
41200,almost,5,5859
41200,random,10,8549
41200,reversed,10,5820
41200,almost,10,5835
41200,random,20,8840
41200,reversed,20,5386
41200,almost,20,5337
41200,random,30,9270
41200,reversed,30,5163
41200,almost,30,4943
41200,random,50,9220
41200,reversed,50,6463
41200,almost,50,4948
41300,random,0,14204
41300,reversed,0,9426
41300,almost,0,9640
41300,random,5,9148
41300,reversed,5,5469
41300,almost,5,6338
41300,random,10,8905
41300,reversed,10,4825
41300,almost,10,5385
41300,random,20,8732
41300,reversed,20,5709
41300,almost,20,7037
41300,random,30,13498
41300,reversed,30,6777
41300,almost,30,5070
41300,random,50,9235
41300,reversed,50,6439
41300,almost,50,4664
41400,random,0,13730
41400,reversed,0,10126
41400,almost,0,10350
41400,random,5,15700
41400,reversed,5,8862
41400,almost,5,9501
41400,random,10,11709
41400,reversed,10,9580
41400,almost,10,5783
41400,random,20,8543
41400,reversed,20,5905
41400,almost,20,6180
41400,random,30,8899
41400,reversed,30,5104
41400,almost,30,5049
41400,random,50,10848
41400,reversed,50,7785
41400,almost,50,4373
41500,random,0,13962
41500,reversed,0,9939
41500,almost,0,10351
41500,random,5,9448
41500,reversed,5,5844
41500,almost,5,6524
41500,random,10,8497
41500,reversed,10,5451
41500,almost,10,5613
41500,random,20,8524
41500,reversed,20,6442
41500,almost,20,4844
41500,random,30,8808
41500,reversed,30,5489
41500,almost,30,4598
41500,random,50,9575
41500,reversed,50,6487
41500,almost,50,4636
41600,random,0,14186
41600,reversed,0,10124
41600,almost,0,9903
41600,random,5,9621
41600,reversed,5,6088
41600,almost,5,6505
41600,random,10,9644
41600,reversed,10,5355
41600,almost,10,5775
41600,random,20,8130
41600,reversed,20,5486
41600,almost,20,5010
41600,random,30,9072
41600,reversed,30,5243
41600,almost,30,4439
41600,random,50,9385
41600,reversed,50,6747
41600,almost,50,4789
41700,random,0,14129
41700,reversed,0,9835
41700,almost,0,10150
41700,random,5,9177
41700,reversed,5,6016
41700,almost,5,6189
41700,random,10,8806
41700,reversed,10,5131
41700,almost,10,5787
41700,random,20,9629
41700,reversed,20,5074
41700,almost,20,4820
41700,random,30,8565
41700,reversed,30,4802
41700,almost,30,4615
41700,random,50,9637
41700,reversed,50,6723
41700,almost,50,4363
41800,random,0,15662
41800,reversed,0,10106
41800,almost,0,9910
41800,random,5,9507
41800,reversed,5,6069
41800,almost,5,6368
41800,random,10,9013
41800,reversed,10,5417
41800,almost,10,5485
41800,random,20,8836
41800,reversed,20,5608
41800,almost,20,5212
41800,random,30,8595
41800,reversed,30,5255
41800,almost,30,5090
41800,random,50,10907
41800,reversed,50,8520
41800,almost,50,4670
41900,random,0,13884
41900,reversed,0,9515
41900,almost,0,9719
41900,random,5,9847
41900,reversed,5,5553
41900,almost,5,6533
41900,random,10,8746
41900,reversed,10,5010
41900,almost,10,5314
41900,random,20,9053
41900,reversed,20,5355
41900,almost,20,4936
41900,random,30,8427
41900,reversed,30,5157
41900,almost,30,4774
41900,random,50,9300
41900,reversed,50,6666
41900,almost,50,4195
42000,random,0,14164
42000,reversed,0,10176
42000,almost,0,10063
42000,random,5,12882
42000,reversed,5,10627
42000,almost,5,8359
42000,random,10,10884
42000,reversed,10,5841
42000,almost,10,7498
42000,random,20,9116
42000,reversed,20,5288
42000,almost,20,6042
42000,random,30,14305
42000,reversed,30,8089
42000,almost,30,7168
42000,random,50,12952
42000,reversed,50,9091
42000,almost,50,8866
42100,random,0,30248
42100,reversed,0,11474
42100,almost,0,12207
42100,random,5,11825
42100,reversed,5,5800
42100,almost,5,6652
42100,random,10,10310
42100,reversed,10,7431
42100,almost,10,8258
42100,random,20,10607
42100,reversed,20,7135
42100,almost,20,5666
42100,random,30,9484
42100,reversed,30,5388
42100,almost,30,6306
42100,random,50,12153
42100,reversed,50,8159
42100,almost,50,4761
42200,random,0,13841
42200,reversed,0,9692
42200,almost,0,10820
42200,random,5,10166
42200,reversed,5,8934
42200,almost,5,10223
42200,random,10,11399
42200,reversed,10,7327
42200,almost,10,6133
42200,random,20,9847
42200,reversed,20,8460
42200,almost,20,7332
42200,random,30,11914
42200,reversed,30,5330
42200,almost,30,5100
42200,random,50,8662
42200,reversed,50,6977
42200,almost,50,4707
42300,random,0,13498
42300,reversed,0,11355
42300,almost,0,17192
42300,random,5,12057
42300,reversed,5,6079
42300,almost,5,6743
42300,random,10,10771
42300,reversed,10,8318
42300,almost,10,6654
42300,random,20,10000
42300,reversed,20,5072
42300,almost,20,5209
42300,random,30,8378
42300,reversed,30,5187
42300,almost,30,4986
42300,random,50,8861
42300,reversed,50,6892
42300,almost,50,4757
42400,random,0,19647
42400,reversed,0,13326
42400,almost,0,15746
42400,random,5,12046
42400,reversed,5,8016
42400,almost,5,10131
42400,random,10,11305
42400,reversed,10,8182
42400,almost,10,8407
42400,random,20,10329
42400,reversed,20,7031
42400,almost,20,5803
42400,random,30,8882
42400,reversed,30,5132
42400,almost,30,5176
42400,random,50,11587
42400,reversed,50,9458
42400,almost,50,4417
42500,random,0,14996
42500,reversed,0,9809
42500,almost,0,10568
42500,random,5,9802
42500,reversed,5,7231
42500,almost,5,8662
42500,random,10,11434
42500,reversed,10,6985
42500,almost,10,9169
42500,random,20,10897
42500,reversed,20,5280
42500,almost,20,4992
42500,random,30,8530
42500,reversed,30,5128
42500,almost,30,5369
42500,random,50,8838
42500,reversed,50,6775
42500,almost,50,4585
42600,random,0,13885
42600,reversed,0,13398
42600,almost,0,12190
42600,random,5,9722
42600,reversed,5,6323
42600,almost,5,6847
42600,random,10,9349
42600,reversed,10,6127
42600,almost,10,6229
42600,random,20,11341
42600,reversed,20,7473
42600,almost,20,6231
42600,random,30,12672
42600,reversed,30,5195
42600,almost,30,4702
42600,random,50,8604
42600,reversed,50,6423
42600,almost,50,4168
42700,random,0,13229
42700,reversed,0,10077
42700,almost,0,10210
42700,random,5,9532
42700,reversed,5,6069
42700,almost,5,6388
42700,random,10,9118
42700,reversed,10,5283
42700,almost,10,5684
42700,random,20,9310
42700,reversed,20,5463
42700,almost,20,5114
42700,random,30,8672
42700,reversed,30,5174
42700,almost,30,5223
42700,random,50,9540
42700,reversed,50,6971
42700,almost,50,7531
42800,random,0,15690
42800,reversed,0,12840
42800,almost,0,11295
42800,random,5,10798
42800,reversed,5,6238
42800,almost,5,8123
42800,random,10,9849
42800,reversed,10,5712
42800,almost,10,5914
42800,random,20,9501
42800,reversed,20,5997
42800,almost,20,5877
42800,random,30,8879
42800,reversed,30,5706
42800,almost,30,5081
42800,random,50,9171
42800,reversed,50,6878
42800,almost,50,4503
42900,random,0,14513
42900,reversed,0,10788
42900,almost,0,10528
42900,random,5,9968
42900,reversed,5,5815
42900,almost,5,7061
42900,random,10,8932
42900,reversed,10,5546
42900,almost,10,6170
42900,random,20,8517
42900,reversed,20,5308
42900,almost,20,5444
42900,random,30,8317
42900,reversed,30,5049
42900,almost,30,4793
42900,random,50,9941
42900,reversed,50,6634
42900,almost,50,4588
43000,random,0,13889
43000,reversed,0,11105
43000,almost,0,10711
43000,random,5,10699
43000,reversed,5,6562
43000,almost,5,7148
43000,random,10,9459
43000,reversed,10,5347
43000,almost,10,6365
43000,random,20,8696
43000,reversed,20,5097
43000,almost,20,5456
43000,random,30,9320
43000,reversed,30,5056
43000,almost,30,5332
43000,random,50,9654
43000,reversed,50,6341
43000,almost,50,4692
43100,random,0,14476
43100,reversed,0,10242
43100,almost,0,9888
43100,random,5,9976
43100,reversed,5,5983
43100,almost,5,7297
43100,random,10,10254
43100,reversed,10,5515
43100,almost,10,5674
43100,random,20,9320
43100,reversed,20,5285
43100,almost,20,5448
43100,random,30,9077
43100,reversed,30,5101
43100,almost,30,4684
43100,random,50,9238
43100,reversed,50,8301
43100,almost,50,4256
43200,random,0,14414
43200,reversed,0,9826
43200,almost,0,10368
43200,random,5,10709
43200,reversed,5,6089
43200,almost,5,6298
43200,random,10,9225
43200,reversed,10,5788
43200,almost,10,6369
43200,random,20,8945
43200,reversed,20,5187
43200,almost,20,5472
43200,random,30,9154
43200,reversed,30,5377
43200,almost,30,5213
43200,random,50,9006
43200,reversed,50,6723
43200,almost,50,4175
43300,random,0,27386
43300,reversed,0,10397
43300,almost,0,10321
43300,random,5,9737
43300,reversed,5,6131
43300,almost,5,6401
43300,random,10,9936
43300,reversed,10,5946
43300,almost,10,5839
43300,random,20,8902
43300,reversed,20,4930
43300,almost,20,5261
43300,random,30,8405
43300,reversed,30,5186
43300,almost,30,5051
43300,random,50,9671
43300,reversed,50,7284
43300,almost,50,4792
43400,random,0,14893
43400,reversed,0,10374
43400,almost,0,10479
43400,random,5,10830
43400,reversed,5,6848
43400,almost,5,6433
43400,random,10,10473
43400,reversed,10,6185
43400,almost,10,5874
43400,random,20,9122
43400,reversed,20,5028
43400,almost,20,5343
43400,random,30,8327
43400,reversed,30,5182
43400,almost,30,6533
43400,random,50,9367
43400,reversed,50,6578
43400,almost,50,4660
43500,random,0,14143
43500,reversed,0,9536
43500,almost,0,10565
43500,random,5,9972
43500,reversed,5,6021
43500,almost,5,7193
43500,random,10,9405
43500,reversed,10,5809
43500,almost,10,6377
43500,random,20,9339
43500,reversed,20,5546
43500,almost,20,5526
43500,random,30,8607
43500,reversed,30,5288
43500,almost,30,5118
43500,random,50,9168
43500,reversed,50,9458
43500,almost,50,4809
43600,random,0,14283
43600,reversed,0,10277
43600,almost,0,10805
43600,random,5,10438
43600,reversed,5,6396
43600,almost,5,6566
43600,random,10,9576
43600,reversed,10,5187
43600,almost,10,6115
43600,random,20,8564
43600,reversed,20,5112
43600,almost,20,5822
43600,random,30,8906
43600,reversed,30,5876
43600,almost,30,5203
43600,random,50,9564
43600,reversed,50,7646
43600,almost,50,4537
43700,random,0,14740
43700,reversed,0,10043
43700,almost,0,10145
43700,random,5,11140
43700,reversed,5,5969
43700,almost,5,6956
43700,random,10,9655
43700,reversed,10,5662
43700,almost,10,5930
43700,random,20,9126
43700,reversed,20,5413
43700,almost,20,5372
43700,random,30,8474
43700,reversed,30,5405
43700,almost,30,5417
43700,random,50,8887
43700,reversed,50,6664
43700,almost,50,4974
43800,random,0,14431
43800,reversed,0,10106
43800,almost,0,10395
43800,random,5,9953
43800,reversed,5,6058
43800,almost,5,6309
43800,random,10,9999
43800,reversed,10,6083
43800,almost,10,6387
43800,random,20,9636
43800,reversed,20,4985
43800,almost,20,5420
43800,random,30,8576
43800,reversed,30,5275
43800,almost,30,5357
43800,random,50,9210
43800,reversed,50,7660
43800,almost,50,4785
43900,random,0,14161
43900,reversed,0,10499
43900,almost,0,10453
43900,random,5,10609
43900,reversed,5,6784
43900,almost,5,6667
43900,random,10,10318
43900,reversed,10,5641
43900,almost,10,6658
43900,random,20,8591
43900,reversed,20,5030
43900,almost,20,5649
43900,random,30,8519
43900,reversed,30,4993
43900,almost,30,5280
43900,random,50,9578
43900,reversed,50,6691
43900,almost,50,4576
44000,random,0,16348
44000,reversed,0,10065
44000,almost,0,10570
44000,random,5,10778
44000,reversed,5,6364
44000,almost,5,6501
44000,random,10,9271
44000,reversed,10,5659
44000,almost,10,6060
44000,random,20,8980
44000,reversed,20,5129
44000,almost,20,5270
44000,random,30,9067
44000,reversed,30,5576
44000,almost,30,4964
44000,random,50,9560
44000,reversed,50,6996
44000,almost,50,4364
44100,random,0,14147
44100,reversed,0,10376
44100,almost,0,10416
44100,random,5,10311
44100,reversed,5,6806
44100,almost,5,6876
44100,random,10,9297
44100,reversed,10,6014
44100,almost,10,6162
44100,random,20,9013
44100,reversed,20,5121
44100,almost,20,5666
44100,random,30,8740
44100,reversed,30,5583
44100,almost,30,5249
44100,random,50,9700
44100,reversed,50,7372
44100,almost,50,4663
44200,random,0,16502
44200,reversed,0,9847
44200,almost,0,11277
44200,random,5,10407
44200,reversed,5,6167
44200,almost,5,7164
44200,random,10,9547
44200,reversed,10,5615
44200,almost,10,6653
44200,random,20,8552
44200,reversed,20,5760
44200,almost,20,5711
44200,random,30,8949
44200,reversed,30,5810
44200,almost,30,4805
44200,random,50,8811
44200,reversed,50,6956
44200,almost,50,4655
44300,random,0,14688
44300,reversed,0,10795
44300,almost,0,10828
44300,random,5,10711
44300,reversed,5,6846
44300,almost,5,9613
44300,random,10,10667
44300,reversed,10,6086
44300,almost,10,5939
44300,random,20,9314
44300,reversed,20,5663
44300,almost,20,5717
44300,random,30,9386
44300,reversed,30,5660
44300,almost,30,4727
44300,random,50,9185
44300,reversed,50,7543
44300,almost,50,4606
44400,random,0,15543
44400,reversed,0,10015
44400,almost,0,11026
44400,random,5,10790
44400,reversed,5,6602
44400,almost,5,6814
44400,random,10,9696
44400,reversed,10,6177
44400,almost,10,6033
44400,random,20,9004
44400,reversed,20,5620
44400,almost,20,5981
44400,random,30,9255
44400,reversed,30,6446
44400,almost,30,5071
44400,random,50,14077
44400,reversed,50,11961
44400,almost,50,4787
44500,random,0,15426
44500,reversed,0,10316
44500,almost,0,11329
44500,random,5,10885
44500,reversed,5,7456
44500,almost,5,7430
44500,random,10,9776
44500,reversed,10,6106
44500,almost,10,6062
44500,random,20,8982
44500,reversed,20,5458
44500,almost,20,5437
44500,random,30,9402
44500,reversed,30,5876
44500,almost,30,6384
44500,random,50,9897
44500,reversed,50,7287
44500,almost,50,5166
44600,random,0,15112
44600,reversed,0,10057
44600,almost,0,11123
44600,random,5,10686
44600,reversed,5,6724
44600,almost,5,6550
44600,random,10,9758
44600,reversed,10,6041
44600,almost,10,6037
44600,random,20,8929
44600,reversed,20,5334
44600,almost,20,5691
44600,random,30,9668
44600,reversed,30,5222
44600,almost,30,5329
44600,random,50,10055
