sort_type,size,type,median_us
quicksort,33000,random,7656
quicksort,33000,reversed,8337
quicksort,33000,almost,7310
hybridsort,33000,random,5304
hybridsort,33000,reversed,3549
hybridsort,33000,almost,3896
quicksort,33100,random,9756
quicksort,33100,reversed,5937
quicksort,33100,almost,6784
hybridsort,33100,random,5875
hybridsort,33100,reversed,3682
hybridsort,33100,almost,3804
quicksort,33200,random,7977
quicksort,33200,reversed,6570
quicksort,33200,almost,5933
hybridsort,33200,random,5434
hybridsort,33200,reversed,3799
hybridsort,33200,almost,4221
quicksort,33300,random,6875
quicksort,33300,reversed,6025
quicksort,33300,almost,7112
hybridsort,33300,random,8150
hybridsort,33300,reversed,3798
hybridsort,33300,almost,3822
quicksort,33400,random,7747
quicksort,33400,reversed,5972
quicksort,33400,almost,6417
hybridsort,33400,random,6083
hybridsort,33400,reversed,3446
hybridsort,33400,almost,3691
quicksort,33500,random,7817
quicksort,33500,reversed,6354
quicksort,33500,almost,5906
hybridsort,33500,random,6115
hybridsort,33500,reversed,3599
hybridsort,33500,almost,3965
quicksort,33600,random,7118
quicksort,33600,reversed,6206
quicksort,33600,almost,6217
hybridsort,33600,random,6245
hybridsort,33600,reversed,3943
hybridsort,33600,almost,3917
quicksort,33700,random,7247
quicksort,33700,reversed,6063
quicksort,33700,almost,6753
hybridsort,33700,random,5308
hybridsort,33700,reversed,3732
hybridsort,33700,almost,7125
quicksort,33800,random,8949
quicksort,33800,reversed,6386
quicksort,33800,almost,6018
hybridsort,33800,random,5455
hybridsort,33800,reversed,4081
hybridsort,33800,almost,3748
quicksort,33900,random,7610
quicksort,33900,reversed,6295
quicksort,33900,almost,6021
hybridsort,33900,random,5674
hybridsort,33900,reversed,3734
hybridsort,33900,almost,3609
quicksort,34000,random,8431
quicksort,34000,reversed,6058
quicksort,34000,almost,6312
hybridsort,34000,random,5583
hybridsort,34000,reversed,3773
hybridsort,34000,almost,3879
quicksort,34100,random,8847
quicksort,34100,reversed,6207
quicksort,34100,almost,6050
hybridsort,34100,random,5306
hybridsort,34100,reversed,3902
hybridsort,34100,almost,4465
quicksort,34200,random,6650
quicksort,34200,reversed,6148
quicksort,34200,almost,6175
hybridsort,34200,random,5410
hybridsort,34200,reversed,3635
hybridsort,34200,almost,4060
quicksort,34300,random,7963
quicksort,34300,reversed,6337
quicksort,34300,almost,6783
hybridsort,34300,random,5714
hybridsort,34300,reversed,3860
hybridsort,34300,almost,3838
quicksort,34400,random,8877
quicksort,34400,reversed,6121
quicksort,34400,almost,6321
hybridsort,34400,random,5781
hybridsort,34400,reversed,3812
hybridsort,34400,almost,3927
quicksort,34500,random,7257
quicksort,34500,reversed,6710
quicksort,34500,almost,6248
hybridsort,34500,random,5368
hybridsort,34500,reversed,4162
hybridsort,34500,almost,4186
quicksort,34600,random,7256
quicksort,34600,reversed,6307
quicksort,34600,almost,6813
hybridsort,34600,random,7079
hybridsort,34600,reversed,7095
hybridsort,34600,almost,4223
quicksort,34700,random,7335
quicksort,34700,reversed,6138
quicksort,34700,almost,6350
hybridsort,34700,random,5560
hybridsort,34700,reversed,3938
hybridsort,34700,almost,3892
quicksort,34800,random,10734
quicksort,34800,reversed,6238
quicksort,34800,almost,7225
hybridsort,34800,random,5630
hybridsort,34800,reversed,4234
hybridsort,34800,almost,3736
quicksort,34900,random,9020
quicksort,34900,reversed,6465
quicksort,34900,almost,6538
hybridsort,34900,random,7062
hybridsort,34900,reversed,4260
hybridsort,34900,almost,5864
quicksort,35000,random,7272
quicksort,35000,reversed,6008
quicksort,35000,almost,6174
hybridsort,35000,random,5611
hybridsort,35000,reversed,3788
hybridsort,35000,almost,4074
quicksort,35100,random,12808
quicksort,35100,reversed,7299
quicksort,35100,almost,6308
hybridsort,35100,random,5985
hybridsort,35100,reversed,3952
hybridsort,35100,almost,4262
quicksort,35200,random,7461
quicksort,35200,reversed,6420
quicksort,35200,almost,6552
hybridsort,35200,random,5723
hybridsort,35200,reversed,3827
hybridsort,35200,almost,4272
quicksort,35300,random,8096
quicksort,35300,reversed,6378
quicksort,35300,almost,7935
hybridsort,35300,random,5391
hybridsort,35300,reversed,3740
hybridsort,35300,almost,3934
quicksort,35400,random,7224
quicksort,35400,reversed,6315
quicksort,35400,almost,6749
hybridsort,35400,random,5599
hybridsort,35400,reversed,4010
hybridsort,35400,almost,7461
quicksort,35500,random,8340
quicksort,35500,reversed,6363
quicksort,35500,almost,6860
hybridsort,35500,random,10602
hybridsort,35500,reversed,3807
hybridsort,35500,almost,7087
quicksort,35600,random,9981
quicksort,35600,reversed,6276
quicksort,35600,almost,6398
hybridsort,35600,random,9708
hybridsort,35600,reversed,4063
hybridsort,35600,almost,7325
quicksort,35700,random,7702
quicksort,35700,reversed,6194
quicksort,35700,almost,6508
hybridsort,35700,random,11257
hybridsort,35700,reversed,5279
hybridsort,35700,almost,4034
quicksort,35800,random,9317
quicksort,35800,reversed,6693
quicksort,35800,almost,6441
hybridsort,35800,random,5725
hybridsort,35800,reversed,4086
hybridsort,35800,almost,4507
quicksort,35900,random,7686
quicksort,35900,reversed,6588
quicksort,35900,almost,6308
hybridsort,35900,random,5656
hybridsort,35900,reversed,4008
hybridsort,35900,almost,4119
quicksort,36000,random,7102
quicksort,36000,reversed,6553
quicksort,36000,almost,6749
hybridsort,36000,random,5946
hybridsort,36000,reversed,3925
hybridsort,36000,almost,4312
quicksort,36100,random,7068
quicksort,36100,reversed,6649
quicksort,36100,almost,6719
hybridsort,36100,random,5785
hybridsort,36100,reversed,4188
hybridsort,36100,almost,4570
quicksort,36200,random,7468
quicksort,36200,reversed,6368
quicksort,36200,almost,6440
hybridsort,36200,random,7348
hybridsort,36200,reversed,4229
hybridsort,36200,almost,4105
quicksort,36300,random,9401
quicksort,36300,reversed,6314
quicksort,36300,almost,7193
hybridsort,36300,random,8686
hybridsort,36300,reversed,4157
hybridsort,36300,almost,4225
quicksort,36400,random,9404
quicksort,36400,reversed,6572
quicksort,36400,almost,6978
hybridsort,36400,random,5942
hybridsort,36400,reversed,4274
hybridsort,36400,almost,4180
quicksort,36500,random,8383
quicksort,36500,reversed,6538
quicksort,36500,almost,6450
hybridsort,36500,random,5858
hybridsort,36500,reversed,4143
hybridsort,36500,almost,4143
quicksort,36600,random,8248
quicksort,36600,reversed,7020
quicksort,36600,almost,7271
hybridsort,36600,random,5864
hybridsort,36600,reversed,4256
hybridsort,36600,almost,4106
quicksort,36700,random,7741
quicksort,36700,reversed,6382
quicksort,36700,almost,6879
hybridsort,36700,random,5703
hybridsort,36700,reversed,4271
hybridsort,36700,almost,4755
quicksort,36800,random,7532
quicksort,36800,reversed,6674
quicksort,36800,almost,7145
hybridsort,36800,random,5877
hybridsort,36800,reversed,4652
hybridsort,36800,almost,4234
quicksort,36900,random,7937
quicksort,36900,reversed,6621
quicksort,36900,almost,7401
hybridsort,36900,random,6144
hybridsort,36900,reversed,4327
hybridsort,36900,almost,4173
quicksort,37000,random,8527
quicksort,37000,reversed,6676
quicksort,37000,almost,6811
hybridsort,37000,random,6116
hybridsort,37000,reversed,4783
hybridsort,37000,almost,4209
quicksort,37100,random,8459
quicksort,37100,reversed,6701
quicksort,37100,almost,6621
hybridsort,37100,random,5976
hybridsort,37100,reversed,4379
hybridsort,37100,almost,5525
quicksort,37200,random,10033
quicksort,37200,reversed,7234
quicksort,37200,almost,6883
hybridsort,37200,random,8113
hybridsort,37200,reversed,4106
hybridsort,37200,almost,4359
quicksort,37300,random,9864
quicksort,37300,reversed,6856
quicksort,37300,almost,6727
hybridsort,37300,random,5943
hybridsort,37300,reversed,4646
hybridsort,37300,almost,4310
quicksort,37400,random,10002
quicksort,37400,reversed,6707
quicksort,37400,almost,7893
hybridsort,37400,random,6160
hybridsort,37400,reversed,4141
hybridsort,37400,almost,4259
quicksort,37500,random,7369
quicksort,37500,reversed,6980
quicksort,37500,almost,7237
hybridsort,37500,random,7436
hybridsort,37500,reversed,4170
hybridsort,37500,almost,6587
quicksort,37600,random,10805
quicksort,37600,reversed,12316
quicksort,37600,almost,6780
hybridsort,37600,random,6035
hybridsort,37600,reversed,3991
hybridsort,37600,almost,4319
quicksort,37700,random,9360
quicksort,37700,reversed,6753
quicksort,37700,almost,6843
hybridsort,37700,random,8415
hybridsort,37700,reversed,5437
hybridsort,37700,almost,4755
quicksort,37800,random,15453
quicksort,37800,reversed,6653
quicksort,37800,almost,6765
hybridsort,37800,random,7809
hybridsort,37800,reversed,5852
hybridsort,37800,almost,4281
quicksort,37900,random,8589
quicksort,37900,reversed,6865
quicksort,37900,almost,6876
hybridsort,37900,random,6226
hybridsort,37900,reversed,4654
hybridsort,37900,almost,7833
quicksort,38000,random,8523
quicksort,38000,reversed,7546
quicksort,38000,almost,6827
hybridsort,38000,random,6095
hybridsort,38000,reversed,4505
hybridsort,38000,almost,4390
quicksort,38100,random,8354
quicksort,38100,reversed,6818
quicksort,38100,almost,7025
hybridsort,38100,random,6351
hybridsort,38100,reversed,4675
hybridsort,38100,almost,5391
quicksort,38200,random,8574
quicksort,38200,reversed,7689
quicksort,38200,almost,6987
hybridsort,38200,random,6430
hybridsort,38200,reversed,4632
hybridsort,38200,almost,4980
quicksort,38300,random,7802
quicksort,38300,reversed,6800
quicksort,38300,almost,7001
hybridsort,38300,random,6141
hybridsort,38300,reversed,7411
hybridsort,38300,almost,5631
quicksort,38400,random,10573
quicksort,38400,reversed,6912
quicksort,38400,almost,6821
hybridsort,38400,random,6421
hybridsort,38400,reversed,4277
hybridsort,38400,almost,4345
quicksort,38500,random,7872
quicksort,38500,reversed,7234
quicksort,38500,almost,6821
hybridsort,38500,random,6782
hybridsort,38500,reversed,4319
hybridsort,38500,almost,8283
quicksort,38600,random,9502
quicksort,38600,reversed,7074
quicksort,38600,almost,7095
hybridsort,38600,random,7299
hybridsort,38600,reversed,4627
hybridsort,38600,almost,4494
quicksort,38700,random,10994
quicksort,38700,reversed,8100
quicksort,38700,almost,11814
hybridsort,38700,random,12184
hybridsort,38700,reversed,5672
hybridsort,38700,almost,4581
quicksort,38800,random,8537
quicksort,38800,reversed,7632
quicksort,38800,almost,7446
hybridsort,38800,random,6083
hybridsort,38800,reversed,4715
hybridsort,38800,almost,4917
quicksort,38900,random,8740
quicksort,38900,reversed,6836
quicksort,38900,almost,7070
hybridsort,38900,random,6312
hybridsort,38900,reversed,4537
hybridsort,38900,almost,4408
quicksort,39000,random,8758
quicksort,39000,reversed,7146
quicksort,39000,almost,7342
hybridsort,39000,random,6811
hybridsort,39000,reversed,4228
hybridsort,39000,almost,4471
quicksort,39100,random,9212
quicksort,39100,reversed,7049
quicksort,39100,almost,8116
hybridsort,39100,random,6129
hybridsort,39100,reversed,4210
hybridsort,39100,almost,4407
quicksort,39200,random,9370
quicksort,39200,reversed,9175
quicksort,39200,almost,7790
hybridsort,39200,random,6483
hybridsort,39200,reversed,4481
hybridsort,39200,almost,4645
quicksort,39300,random,8486
quicksort,39300,reversed,7087
quicksort,39300,almost,7564
hybridsort,39300,random,6707
hybridsort,39300,reversed,4617
hybridsort,39300,almost,6145
quicksort,39400,random,9556
quicksort,39400,reversed,6889
quicksort,39400,almost,10660
hybridsort,39400,random,6211
hybridsort,39400,reversed,4318
hybridsort,39400,almost,4538
quicksort,39500,random,9236
quicksort,39500,reversed,7296
quicksort,39500,almost,8426
hybridsort,39500,random,6361
hybridsort,39500,reversed,4685
hybridsort,39500,almost,5025
quicksort,39600,random,8382
quicksort,39600,reversed,7063
quicksort,39600,almost,7184
hybridsort,39600,random,6750
hybridsort,39600,reversed,4414
hybridsort,39600,almost,4433
quicksort,39700,random,8887
quicksort,39700,reversed,7391
quicksort,39700,almost,7366
hybridsort,39700,random,7262
hybridsort,39700,reversed,4482
hybridsort,39700,almost,4482
quicksort,39800,random,8770
quicksort,39800,reversed,7317
quicksort,39800,almost,7120
hybridsort,39800,random,9412
hybridsort,39800,reversed,6586
hybridsort,39800,almost,4830
quicksort,39900,random,9253
quicksort,39900,reversed,7290
quicksort,39900,almost,7375
hybridsort,39900,random,6493
hybridsort,39900,reversed,4830
hybridsort,39900,almost,4989
quicksort,40000,random,9339
quicksort,40000,reversed,7398
quicksort,40000,almost,7058
hybridsort,40000,random,6656
hybridsort,40000,reversed,5020
hybridsort,40000,almost,4809
quicksort,40100,random,8587
quicksort,40100,reversed,7516
quicksort,40100,almost,7724
hybridsort,40100,random,8646
hybridsort,40100,reversed,4364
hybridsort,40100,almost,5009
quicksort,40200,random,9156
quicksort,40200,reversed,8811
quicksort,40200,almost,7372
hybridsort,40200,random,6852
hybridsort,40200,reversed,6756
hybridsort,40200,almost,4613
quicksort,40300,random,8677
quicksort,40300,reversed,7526
quicksort,40300,almost,7140
hybridsort,40300,random,6592
hybridsort,40300,reversed,4365
hybridsort,40300,almost,5073
quicksort,40400,random,9058
quicksort,40400,reversed,7481
quicksort,40400,almost,8683
hybridsort,40400,random,6584
hybridsort,40400,reversed,6987
hybridsort,40400,almost,4640
quicksort,40500,random,8680
quicksort,40500,reversed,7109
quicksort,40500,almost,9419
hybridsort,40500,random,6823
hybridsort,40500,reversed,5173
hybridsort,40500,almost,4679
quicksort,40600,random,8794
quicksort,40600,reversed,7399
quicksort,40600,almost,9186
hybridsort,40600,random,11636
hybridsort,40600,reversed,7534
hybridsort,40600,almost,4683
quicksort,40700,random,8666
quicksort,40700,reversed,7270
quicksort,40700,almost,7512
hybridsort,40700,random,6716
hybridsort,40700,reversed,4653
hybridsort,40700,almost,4688
quicksort,40800,random,8769
quicksort,40800,reversed,7276
quicksort,40800,almost,7233
hybridsort,40800,random,6573
hybridsort,40800,reversed,4893
hybridsort,40800,almost,4844
quicksort,40900,random,8902
quicksort,40900,reversed,7336
quicksort,40900,almost,7387
hybridsort,40900,random,6735
hybridsort,40900,reversed,4389
hybridsort,40900,almost,5226
quicksort,41000,random,8945
quicksort,41000,reversed,7292
quicksort,41000,almost,7438
hybridsort,41000,random,8285
hybridsort,41000,reversed,4572
hybridsort,41000,almost,5104
quicksort,41100,random,9864
quicksort,41100,reversed,10357
quicksort,41100,almost,7458
hybridsort,41100,random,6490
hybridsort,41100,reversed,4861
hybridsort,41100,almost,5297
quicksort,41200,random,8650
quicksort,41200,reversed,7104
quicksort,41200,almost,7408
hybridsort,41200,random,7411
hybridsort,41200,reversed,9558
hybridsort,41200,almost,7110
quicksort,41300,random,10420
quicksort,41300,reversed,7522
quicksort,41300,almost,10920
hybridsort,41300,random,8889
hybridsort,41300,reversed,4596
hybridsort,41300,almost,6656
quicksort,41400,random,9577
quicksort,41400,reversed,7543
quicksort,41400,almost,7983
hybridsort,41400,random,6838
hybridsort,41400,reversed,4762
hybridsort,41400,almost,4802
quicksort,41500,random,15572
quicksort,41500,reversed,7322
quicksort,41500,almost,12890
hybridsort,41500,random,8293
hybridsort,41500,reversed,5144
hybridsort,41500,almost,9502
quicksort,41600,random,9709
quicksort,41600,reversed,8920
quicksort,41600,almost,7279
hybridsort,41600,random,6791
hybridsort,41600,reversed,4927
hybridsort,41600,almost,4848
quicksort,41700,random,9742
quicksort,41700,reversed,14462
quicksort,41700,almost,13639
hybridsort,41700,random,10668
hybridsort,41700,reversed,5148
hybridsort,41700,almost,4840
quicksort,41800,random,9388
quicksort,41800,reversed,7651
quicksort,41800,almost,7468
hybridsort,41800,random,6526
hybridsort,41800,reversed,4722
hybridsort,41800,almost,5277
quicksort,41900,random,10335
quicksort,41900,reversed,7549
quicksort,41900,almost,7542
hybridsort,41900,random,7298
hybridsort,41900,reversed,10035
hybridsort,41900,almost,4763
quicksort,42000,random,9888
quicksort,42000,reversed,8515
quicksort,42000,almost,10429
hybridsort,42000,random,6906
hybridsort,42000,reversed,4777
hybridsort,42000,almost,13007
quicksort,42100,random,10191
quicksort,42100,reversed,10639
quicksort,42100,almost,7993
hybridsort,42100,random,6869
hybridsort,42100,reversed,5741
hybridsort,42100,almost,5676
quicksort,42200,random,8521
quicksort,42200,reversed,8307
quicksort,42200,almost,8035
hybridsort,42200,random,6643
hybridsort,42200,reversed,4865
hybridsort,42200,almost,5655
quicksort,42300,random,8629
quicksort,42300,reversed,7448
quicksort,42300,almost,7516
hybridsort,42300,random,9527
hybridsort,42300,reversed,4777
hybridsort,42300,almost,4923
quicksort,42400,random,10723
quicksort,42400,reversed,7763
quicksort,42400,almost,7358
hybridsort,42400,random,7318
hybridsort,42400,reversed,5165
hybridsort,42400,almost,5110
quicksort,42500,random,8885
quicksort,42500,reversed,7981
quicksort,42500,almost,7643
hybridsort,42500,random,6938
hybridsort,42500,reversed,4708
hybridsort,42500,almost,5495
quicksort,42600,random,10091
quicksort,42600,reversed,12008
quicksort,42600,almost,7428
hybridsort,42600,random,10261
hybridsort,42600,reversed,4909
hybridsort,42600,almost,4882
quicksort,42700,random,12916
quicksort,42700,reversed,7641
quicksort,42700,almost,7604
hybridsort,42700,random,6925
hybridsort,42700,reversed,5216
hybridsort,42700,almost,5916
quicksort,42800,random,11145
quicksort,42800,reversed,7692
quicksort,42800,almost,7571
hybridsort,42800,random,7061
hybridsort,42800,reversed,4754
hybridsort,42800,almost,5069
quicksort,42900,random,9613
quicksort,42900,reversed,9981
quicksort,42900,almost,7503
hybridsort,42900,random,7042
hybridsort,42900,reversed,4903
hybridsort,42900,almost,4849
quicksort,43000,random,9675
quicksort,43000,reversed,7719
quicksort,43000,almost,8167
hybridsort,43000,random,6798
hybridsort,43000,reversed,5472
hybridsort,43000,almost,5967
quicksort,43100,random,10097
quicksort,43100,reversed,7728
quicksort,43100,almost,8289
hybridsort,43100,random,9179
hybridsort,43100,reversed,6275
hybridsort,43100,almost,5253
quicksort,43200,random,9648
quicksort,43200,reversed,8030
quicksort,43200,almost,9436
hybridsort,43200,random,7514
hybridsort,43200,reversed,4896
hybridsort,43200,almost,5125
quicksort,43300,random,12086
quicksort,43300,reversed,7892
quicksort,43300,almost,10310
hybridsort,43300,random,7147
hybridsort,43300,reversed,4882
hybridsort,43300,almost,5219
quicksort,43400,random,10337
quicksort,43400,reversed,7858
quicksort,43400,almost,8025
hybridsort,43400,random,12110
hybridsort,43400,reversed,9838
hybridsort,43400,almost,5113
quicksort,43500,random,8983
quicksort,43500,reversed,8754
quicksort,43500,almost,7682
hybridsort,43500,random,7950
hybridsort,43500,reversed,8494
hybridsort,43500,almost,5202
quicksort,43600,random,9278
quicksort,43600,reversed,7703
quicksort,43600,almost,7907
hybridsort,43600,random,6956
hybridsort,43600,reversed,5020
hybridsort,43600,almost,5841
quicksort,43700,random,12405
quicksort,43700,reversed,8112
quicksort,43700,almost,7958
hybridsort,43700,random,7029
hybridsort,43700,reversed,5380
hybridsort,43700,almost,5819
quicksort,43800,random,9431
quicksort,43800,reversed,8250
quicksort,43800,almost,7739
hybridsort,43800,random,6838
hybridsort,43800,reversed,5451
hybridsort,43800,almost,5108
quicksort,43900,random,9593
quicksort,43900,reversed,8323
quicksort,43900,almost,7900
hybridsort,43900,random,7086
hybridsort,43900,reversed,5502
hybridsort,43900,almost,5668
quicksort,44000,random,9226
quicksort,44000,reversed,7893
quicksort,44000,almost,8163
hybridsort,44000,random,7177
hybridsort,44000,reversed,5302
hybridsort,44000,almost,5390
quicksort,44100,random,11037
quicksort,44100,reversed,7869
quicksort,44100,almost,10398
hybridsort,44100,random,7436
hybridsort,44100,reversed,4955
hybridsort,44100,almost,5049
quicksort,44200,random,9477
quicksort,44200,reversed,7953
quicksort,44200,almost,7808
hybridsort,44200,random,7418
hybridsort,44200,reversed,5286
hybridsort,44200,almost,5161
quicksort,44300,random,12536
quicksort,44300,reversed,7971
quicksort,44300,almost,8684
hybridsort,44300,random,7278
hybridsort,44300,reversed,5042
hybridsort,44300,almost,5770
quicksort,44400,random,11982
quicksort,44400,reversed,8454
quicksort,44400,almost,8282
hybridsort,44400,random,7702
hybridsort,44400,reversed,6848
hybridsort,44400,almost,5279
quicksort,44500,random,9409
quicksort,44500,reversed,8322
quicksort,44500,almost,8301
hybridsort,44500,random,10300
hybridsort,44500,reversed,6480
hybridsort,44500,almost,5009
quicksort,44600,random,9483
quicksort,44600,reversed,8043
quicksort,44600,almost,7781
hybridsort,44600,random,7278
hybridsort,44600,reversed,5024
hybridsort,44600,almost,5043
quicksort,44700,random,10148
quicksort,44700,reversed,8242
quicksort,44700,almost,8336
hybridsort,44700,random,7755
hybridsort,44700,reversed,5041
hybridsort,44700,almost,5243
quicksort,44800,random,9288
quicksort,44800,reversed,8171
quicksort,44800,almost,8031
hybridsort,44800,random,11075
hybridsort,44800,reversed,5534
hybridsort,44800,almost,5124
quicksort,44900,random,11451
quicksort,44900,reversed,8093
quicksort,44900,almost,8168
hybridsort,44900,random,7416
hybridsort,44900,reversed,9404
hybridsort,44900,almost,5509
quicksort,45000,random,10625
quicksort,45000,reversed,7924
quicksort,45000,almost,8297
hybridsort,45000,random,7401
hybridsort,45000,reversed,4851
hybridsort,45000,almost,5724
quicksort,45100,random,9868
quicksort,45100,reversed,8228
quicksort,45100,almost,8207
hybridsort,45100,random,7438
hybridsort,45100,reversed,5046
hybridsort,45100,almost,10050
quicksort,45200,random,18871
quicksort,45200,reversed,8132
quicksort,45200,almost,8622
hybridsort,45200,random,7474
hybridsort,45200,reversed,5075
hybridsort,45200,almost,5631
quicksort,45300,random,11804
quicksort,45300,reversed,8054
quicksort,45300,almost,8215
hybridsort,45300,random,7461
hybridsort,45300,reversed,6217
hybridsort,45300,almost,5390
quicksort,45400,random,10007
quicksort,45400,reversed,8467
quicksort,45400,almost,8349
hybridsort,45400,random,7247
hybridsort,45400,reversed,5836
hybridsort,45400,almost,5328
quicksort,45500,random,9410
quicksort,45500,reversed,8770
quicksort,45500,almost,12282
hybridsort,45500,random,7293
hybridsort,45500,reversed,5209
hybridsort,45500,almost,5408
quicksort,45600,random,9978
quicksort,45600,reversed,8376
quicksort,45600,almost,8143
hybridsort,45600,random,8391
hybridsort,45600,reversed,9249
hybridsort,45600,almost,10336
quicksort,45700,random,10350
quicksort,45700,reversed,16503
quicksort,45700,almost,8205
hybridsort,45700,random,8787
hybridsort,45700,reversed,7199
hybridsort,45700,almost,6486
quicksort,45800,random,9530
quicksort,45800,reversed,8074
quicksort,45800,almost,8619
hybridsort,45800,random,8269
hybridsort,45800,reversed,10451
hybridsort,45800,almost,7331
quicksort,45900,random,10845
quicksort,45900,reversed,8311
quicksort,45900,almost,8999
hybridsort,45900,random,7378
hybridsort,45900,reversed,5912
hybridsort,45900,almost,5601
quicksort,46000,random,10505
quicksort,46000,reversed,9146
quicksort,46000,almost,8295
hybridsort,46000,random,7769
hybridsort,46000,reversed,5531
hybridsort,46000,almost,5365
quicksort,46100,random,10605
quicksort,46100,reversed,9186
quicksort,46100,almost,9378
hybridsort,46100,random,7857
hybridsort,46100,reversed,5143
hybridsort,46100,almost,7864
quicksort,46200,random,12252
quicksort,46200,reversed,10434
quicksort,46200,almost,8855
hybridsort,46200,random,11834
hybridsort,46200,reversed,5350
hybridsort,46200,almost,5811
quicksort,46300,random,11305
quicksort,46300,reversed,8574
quicksort,46300,almost,8436
hybridsort,46300,random,8190
hybridsort,46300,reversed,5234
hybridsort,46300,almost,5464
quicksort,46400,random,11704
quicksort,46400,reversed,9089
quicksort,46400,almost,8654
hybridsort,46400,random,7638
hybridsort,46400,reversed,5514
hybridsort,46400,almost,5528
quicksort,46500,random,10011
quicksort,46500,reversed,8507
quicksort,46500,almost,8276
hybridsort,46500,random,13424
hybridsort,46500,reversed,6732
hybridsort,46500,almost,8507
quicksort,46600,random,11132
quicksort,46600,reversed,8587
quicksort,46600,almost,8265
hybridsort,46600,random,7587
hybridsort,46600,reversed,6494
hybridsort,46600,almost,5575
quicksort,46700,random,11043
quicksort,46700,reversed,8521
quicksort,46700,almost,10250
hybridsort,46700,random,8658
hybridsort,46700,reversed,5200
hybridsort,46700,almost,5761
quicksort,46800,random,11133
quicksort,46800,reversed,9332
quicksort,46800,almost,9041
hybridsort,46800,random,15109
hybridsort,46800,reversed,5412
hybridsort,46800,almost,7534
quicksort,46900,random,10408
quicksort,46900,reversed,10099
quicksort,46900,almost,10446
hybridsort,46900,random,8445
hybridsort,46900,reversed,6837
hybridsort,46900,almost,7102
quicksort,47000,random,10583
quicksort,47000,reversed,9108
quicksort,47000,almost,9116
hybridsort,47000,random,7985
hybridsort,47000,reversed,6054
hybridsort,47000,almost,6161
quicksort,47100,random,11208
quicksort,47100,reversed,9360
quicksort,47100,almost,9455
hybridsort,47100,random,8507
hybridsort,47100,reversed,5806
hybridsort,47100,almost,6044
quicksort,47200,random,10446
quicksort,47200,reversed,9219
quicksort,47200,almost,8861
hybridsort,47200,random,7884
hybridsort,47200,reversed,5790
hybridsort,47200,almost,5749
quicksort,47300,random,10383
quicksort,47300,reversed,9658
quicksort,47300,almost,9394
hybridsort,47300,random,8173
hybridsort,47300,reversed,6088
hybridsort,47300,almost,8609
quicksort,47400,random,19748
quicksort,47400,reversed,9600
quicksort,47400,almost,9957
hybridsort,47400,random,10321
hybridsort,47400,reversed,7739
hybridsort,47400,almost,5859
quicksort,47500,random,12779
quicksort,47500,reversed,9087
quicksort,47500,almost,10355
hybridsort,47500,random,8311
hybridsort,47500,reversed,5973
hybridsort,47500,almost,6436
quicksort,47600,random,10640
quicksort,47600,reversed,10262
quicksort,47600,almost,9829
hybridsort,47600,random,8538
hybridsort,47600,reversed,6658
hybridsort,47600,almost,9422
quicksort,47700,random,12066
quicksort,47700,reversed,9728
quicksort,47700,almost,8727
hybridsort,47700,random,8933
hybridsort,47700,reversed,5978
hybridsort,47700,almost,5801
quicksort,47800,random,11467
quicksort,47800,reversed,9642
quicksort,47800,almost,9112
hybridsort,47800,random,7802
hybridsort,47800,reversed,6416
hybridsort,47800,almost,6153
quicksort,47900,random,14448
quicksort,47900,reversed,11009
quicksort,47900,almost,9411
hybridsort,47900,random,8856
hybridsort,47900,reversed,6094
hybridsort,47900,almost,6348
quicksort,48000,random,11729
quicksort,48000,reversed,9345
quicksort,48000,almost,9153
hybridsort,48000,random,10121
hybridsort,48000,reversed,9724
hybridsort,48000,almost,7693
quicksort,48100,random,11372
quicksort,48100,reversed,9691
quicksort,48100,almost,15868
hybridsort,48100,random,14553
hybridsort,48100,reversed,14365
hybridsort,48100,almost,9426
quicksort,48200,random,20042
quicksort,48200,reversed,15199
quicksort,48200,almost,16458
hybridsort,48200,random,14284
hybridsort,48200,reversed,9887
hybridsort,48200,almost,10391
quicksort,48300,random,18451
quicksort,48300,reversed,16756
quicksort,48300,almost,20478
hybridsort,48300,random,17922
hybridsort,48300,reversed,9141
hybridsort,48300,almost,10946
quicksort,48400,random,22964
quicksort,48400,reversed,19921
quicksort,48400,almost,19752
hybridsort,48400,random,17542
hybridsort,48400,reversed,9965
hybridsort,48400,almost,10433
quicksort,48500,random,21220
quicksort,48500,reversed,15247
quicksort,48500,almost,15443
hybridsort,48500,random,14409
hybridsort,48500,reversed,8977
hybridsort,48500,almost,10736
quicksort,48600,random,17034
quicksort,48600,reversed,16909
quicksort,48600,almost,14444
hybridsort,48600,random,14346
hybridsort,48600,reversed,8988
hybridsort,48600,almost,9878
quicksort,48700,random,17134
quicksort,48700,reversed,15542
quicksort,48700,almost,16548
hybridsort,48700,random,14621
hybridsort,48700,reversed,10638
hybridsort,48700,almost,9712
quicksort,48800,random,17804
quicksort,48800,reversed,14984
quicksort,48800,almost,15303
hybridsort,48800,random,13844
hybridsort,48800,reversed,9616
hybridsort,48800,almost,10771
quicksort,48900,random,19449
quicksort,48900,reversed,17196
quicksort,48900,almost,17407
hybridsort,48900,random,14881
hybridsort,48900,reversed,10987
hybridsort,48900,almost,12376
quicksort,49000,random,18896
quicksort,49000,reversed,16606
quicksort,49000,almost,17698
hybridsort,49000,random,14671
